id,name,description_sale,description_purchase,default_code,tag_ids,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,categ_id,uom_id,uom_po_id,description,valuation,standard_price,list_price,qty_available
product_product_381,Wall T125 PU.Foam Alpine SpeedLock CB/CB,,,P10381,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_382,Wall T125 PU.Foam OffWhite SlipJoint CB/CB,,,P10382,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_383,Wall T125 PU.Foam Alpine SlipJoint CB/CB,,,P10383,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_384,Wall T125 PU.Foam OffWhite SpeedLock CB/ST,,,P10384,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_385,Wall T125 PU.Foam Alpine SpeedLock CB/ST,,,P10385,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_386,Wall T125 PU.Foam OffWhite SlipJoint CB/ST,,,P10386,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_387,Wall T125 PU.Foam Alpine SlipJoint CB/ST,,,P10387,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_388,Wall T125 PU.Foam OffWhite SpeedLock ST/ST,,,P10388,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_389,Wall T125 PU.Foam Alpine SpeedLock ST/ST,,,P10389,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_390,Wall T125 PU.Foam OffWhite SlipJoint ST/ST,,,P10390,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_391,Wall T125 PU.Foam Alpine SlipJoint ST/ST,,,P10391,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_392,Wall T150 PU.Foam OffWhite SpeedLock CB/CB,,,P10392,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_393,Wall T150 PU.Foam Alpine SpeedLock CB/CB,,,P10393,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_394,Wall T150 PU.Foam OffWhite SlipJoint CB/CB,,,P10394,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_395,Wall T150 PU.Foam Alpine SlipJoint CB/CB,,,P10395,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_396,Wall T150 PU.Foam OffWhite SpeedLock CB/ST,,,P10396,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_397,Wall T150 PU.Foam Alpine SpeedLock CB/ST,,,P10397,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_398,Wall T150 PU.Foam OffWhite SlipJoint CB/ST,,,P10398,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_399,Wall T150 PU.Foam Alpine SlipJoint CB/ST,,,P10399,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_400,Wall T150 PU.Foam OffWhite SpeedLock ST/ST,,,P10400,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_401,Wall T150 PU.Foam Alpine SpeedLock ST/ST,,,P10401,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_402,Wall T150 PU.Foam OffWhite SlipJoint ST/ST,,,P10402,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_403,Wall T150 PU.Foam Alpine SlipJoint ST/ST,,,P10403,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_404,39GAP02-05 W196 H496 ACCESS DOOR 013007,,,463P001,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_405,39GAP02-06 W196 H596 ACCESS DOOR 013008,,,463P002,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_406,39GAP02-07 W196 H696 ACCESS DOOR 013009,,,463P003,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_407,39GAP02-08 W196 H796 ACCESS DOOR 013010,,,463P004,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_408,39GAP02-09 W196 H896 ACCESS DOOR 013011,,,463P005,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_409,39GAP02-10 W196 H996 ACCESS DOOR 013012,,,463P006,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_410,39GAP02-11 W196 H1096 ACCESS DOOR 013013,,,463P007,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_411,39GAP02-12 W196 H1196 ACCESS DOOR 013014,,,463P008,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_412,39GAP02-13 W196 H1296 ACCESS DOOR 013015,,,463P009,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_413,39GAP02-14 W196 H1396 ACCESS DOOR 013016,,,463P010,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_414,39GAP02-15 W196 H1496 ACCESS DOOR 013017,,,463P011,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_415,39GAP02-16 W196 H1596 ACCESS DOOR 013018,,,463P012,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_416,39GAP02-17 W196 H1696 ACCESS DOOR 013019,,,463P013,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_417,39GAP02-18 W196 H1796 ACCESS DOOR 013020,,,463P014,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_418,39GAP02-19 W196 H1896 ACCESS DOOR 013021,,,463P015,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_419,39GAP02-20 W196 H1996 ACCESS DOOR 013022,,,463P016,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_420,39GAP02-21 W196 H2096 ACCESS DOOR 013023,,,463P017,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_421,39GAP02-22 W196 H2196 ACCESS DOOR 013024,,,463P018,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_422,39GAP02-23 W196 H2296 ACCESS DOOR 013025,,,463P019,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_423,39GAP02-24 W196 H2396 ACCESS DOOR 013026,,,463P020,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_424,39GAP02-25 W196 H2496 ACCESS DOOR 013027,,,463P021,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_425,39GAP02-26 W196 H2596 ACCESS DOOR 013028,,,463P022,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_426,PNL ASSY 25MM 0305 CL/GI W459 H769 T25,,,362-1AD0305CLGI,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_427,PNL ASSY 25MM 0306 CL/GI W459 H924 T25,,,362-1AD0306CLGI,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_428,PNL ASSY 25MM 0404 CL/CL W614 H614 T25,,,362-1AD0404CLCL,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_429,PNL ASSY 25MM 0404 CL/GI W614 H614 T25,,,362-1AD0404CLGI,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_430,PNL ASSY 25MM 0404 CL/SS W614 H614 T25,,,362-1AD0404CLSS,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_431,PNL ASSY 25MM 0405 CL/GI W614 H769 T25,,,362-1AD0405CLGI,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_432,PNL ASSY 25MM 0406 CL/CL W614 H924 T25,,,362-1AD0406CLCL,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_433,PNL ASSY 25MM 0406 CL/GI W614 H924 T25,,,362-1AD0406CLGI,AHU มีแบบ,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
