id,name,code,parent_id/id,type,user_type/id,reconcile
coa_sqp_500223,ส่งคืนสินค้า,500223,coa_sqp_5002,Regular,account.data_account_type_expense,FALSE
coa_sqp_500224,ค่าใช้จ่ายในการนำเข้า,500224,coa_sqp_5002,Regular,account.data_account_type_expense,FALSE
coa_sqp_500225,ค่าอากรขาเข้า,500225,coa_sqp_5002,Regular,account.data_account_type_expense,FALSE
coa_sqp_500230,วัตถุดิบ-ปลายงวด,500230,coa_sqp_5002,Regular,account.data_account_type_expense,FALSE
coa_sqp_5004,ต้นทุนค่าแรง,5004,coa_sqp_500,View,account.data_account_type_view,FALSE
coa_sqp_500410,ค่าแรง,500410,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500411,ค่าแรงพนักงานประจำ,500411,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500412,ค่าแรงพนักงานรายวัน,500412,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500413,ค่าแรงฝึกงาน,500413,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500414,ค่าจ้างเหมา-ค่าแรงติดตั้ง,500414,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500415,ค่าจ้างทำของ,500415,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500420,ค่าล่วงเวลา - ค่าเบี้ยขยัน,500420,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500421,ค่าล่วงเวลา-พนักงานประจำ,500421,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500422,ค่าล่วงเวลา-พนักงานรายวัน,500422,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500430,เงินเดือน,500430,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500431,เงินเดือนโรงงาน,500431,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500432,ค่าล่วงเวลา-พนักงานประจำ,500432,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500440,โบนัสโรงงาน,500440,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500441,โบนัส-ค่าแรง,500441,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500442,โบนัส-เงินเดือน,500442,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500450,เบี้ยเลี้ยงพนักงาน,500450,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500451,เบี้ยเลี้ยงพนักงานขนส่ง,500451,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500452,ค่าใช้จ่ายสำหรับพนักงานอื่นๆ,500452,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500453,ค่ารักษาพยาบาลสำหรับพนักงาน (รง.),500453,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500454,ค่าชดเชยและสวัสดิการพนักงาน,500454,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_500460,เงินประกันสังคมส่วนของนายจ้าง,500460,coa_sqp_5004,Regular,account.data_account_type_expense,FALSE
coa_sqp_5005,ค่าใช้จ่ายทางการผลิต,5005,coa_sqp_500,View,account.data_account_type_view,FALSE
coa_sqp_500510,ค่าแก็ส,500510,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500520,ค่าสาธารณูปโภค-ต้นทุนทางการผลิต,500520,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500521,ค่าไฟฟ้าโรงงาน,500521,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500522,ค่าน้ำโรงงาน,500522,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500523,ค่าโทรศัพท์โรงงาน,500523,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500524,ค่าเช่าโรงงาน,500524,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500525,ค่าใช้จ่ายเดินทาง,500525,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500526,ค่าใช้จ่ายเกี่ยวกับยานพาหนะ(รง.),500526,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500527,ค่าประกันภัยรถยนต์+พ.ร.บ (รง.),500527,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500528,ค่าต่อทะเบียน (รง.),500528,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500530,ค่าซ่อมแซมและบำรุงรักษา-เครื่องจักร,500530,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500540,ค่าซ่อมแซมและบำรุงรักษา-เครื่องมือเครื่องใช้,500540,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500560,ค่าเสื่อมราคา-เครื่องมือเครื่องใช้,500560,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500561,ค่าเสื่อมราคา-เครื่องจักร,500561,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500562,ค่าเสื่อมราคา-เครื่องใช้สำนักงานโรงาน,500562,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500570,ค่าเสื่อมราคา-โรงงาน,500570,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500580,เงินประกันเครื่องจักร / ลิสซิ่ง,500580,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500590,วัสดุโรงงาน,500590,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500591,ค่าขนส่ง,500591,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500592,ค่าภาษีโรงเรือน-ที่ดินและป้าย,500592,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500593,ค่าธรรมเนียมใบอนุญาต,500593,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500594,ค่าวิจัยและพัฒนา,500594,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500595,ค่ารักษาความปลอดภัยโรงงาน,500595,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500596,ค่าเครื่องเขียนแบบพิมพ์โรงงาน,500596,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500599,ค่าใช้จ่ายทางการผลิต-อื่นๆ,500599,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500698,งานระหว่างทำ-ต้นงวด,500698,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_500699,งานระหว่างทำ-ปลายงวด,500699,coa_sqp_5005,Regular,account.data_account_type_expense,FALSE
coa_sqp_503,ค่าใช้จ่ายในการขายและบริหาร,503,coa_sqp_50,View,account.data_account_type_view,FALSE
coa_sqp_5011,เงินเดือนและสวัสดิการพนักงาน,5011,coa_sqp_503,View,account.data_account_type_view,FALSE
coa_sqp_501110,เงินเดือน,501110,coa_sqp_5011,Regular,account.data_account_type_expense,FALSE
coa_sqp_501120,ค่าจ้างพนักงานชั่วคราว,501120,coa_sqp_5011,Regular,account.data_account_type_expense,FALSE
coa_sqp_501130,ค่าล่วงเวลา,501130,coa_sqp_5011,Regular,account.data_account_type_expense,FALSE
coa_sqp_501131,โบนัสจ่าย,501131,coa_sqp_5011,Regular,account.data_account_type_expense,FALSE
coa_sqp_501132,ค่าชดเชยและสวัสดิการพนักงาน,501132,coa_sqp_5011,Regular,account.data_account_type_expense,FALSE
coa_sqp_501133,ค่ารักษาพยาบาลพนักงาน,501133,coa_sqp_5011,Regular,account.data_account_type_expense,FALSE
coa_sqp_501150,ค่าประกันภัยพนักงาน,501150,coa_sqp_5011,Regular,account.data_account_type_expense,FALSE
coa_sqp_501160,ค่าใช้จ่ายสำหรับพนักงานอื่นๆ,501160,coa_sqp_5011,Regular,account.data_account_type_expense,FALSE
coa_sqp_501170,เงินประกันสังคม,501170,coa_sqp_5011,Regular,account.data_account_type_expense,FALSE
coa_sqp_501171,เงินสมทบกองทุนทดแทน,501171,coa_sqp_5011,Regular,account.data_account_type_expense,FALSE
coa_sqp_5012,ค่าสาธารณูปโภค-สำนักงาน,5012,coa_sqp_503,View,account.data_account_type_view,FALSE
coa_sqp_501210,ค่าโทรศัพท์,501210,coa_sqp_5012,Regular,account.data_account_type_expense,FALSE
