"id","name","default_code","categ_id","uom_id","uos_id","uos_coeff","loc_rack","loc_row","loc_case",,
"product.product_part_595","DORMA DST208/55mm(DEAD LOCK SET)","SP03171","Supplies","set",,,"03-05",,"Store ชั้น 2",,
"product.product_part_596","DORMA PURE8100 HANDLE (ชุดเขาควาย)","SP03172","Supplies","set",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_597","HINGE SUPPORT FOR KINLONG","SP03173","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_598","ANGLE LOCK 90?(80X80X1.6mm)","SP03174","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_599","PLATE ""PULL""","SP03175","Supplies","pcs",,,"04-10",,"Store ชั้น 2",,
"product.product_part_600","PLATE ""PUSH""","SP03176","Supplies","pcs",,,"04-10",,"Store ชั้น 2",,
"product.product_part_601","PLATE ""ดึง""","SP03177","Supplies","pcs",,,"04-10",,"Store ชั้น 2",,
"product.product_part_602","PLATE ""ผลัก""","SP03178","Supplies","pcs",,,"04-10",,"Store ชั้น 2",,
"product.product_part_603","POWDER COATINGS : CHROME PU-6709 1012202PX15","SP03179","Supplies","kg",,,"04-10",,"Store ชั้น 2",,
"product.product_part_604","PVC FRAME FOR DAIKIN 25 mm","SP04001","PVC","pcs",,,"04-03",,"โกดังเก็บพีวีซี",,
"product.product_part_605","PVE FRAME FOR DAIKIN 41.5 mm","SP04002","PVC","pcs",,,"04-10",,"โกดังเก็บพีวีซี",,
"product.product_part_606","DOOR FRAME 42 mm","SP04004","PVC","pcs",,,"04-08",,"โกดังเก็บพีวีซี",,
"product.product_part_607","PVC FRAME 50 mm","SP04005","PVC","pcs",,,"04-20",,"โกดังเก็บพีวีซี",,
"product.product_part_608","PVC FRAME 75 mm","SP04006","PVC","pcs",,,"04-20",,"โกดังเก็บพีวีซี",,
"product.product_part_609","PVC FRAME 100 mm","SP04007","PVC","pcs",,,"04-04",,"โกดังเก็บพีวีซี",,
"product.product_part_610","DOOR FRAME 100 mm","SP04009","PVC","pcs",,,"04-01",,"โกดังเก็บพีวีซี",,
"product.product_part_611","PVC FRAME 25 mm","SP04010","PVC","pcs",,,"04-01",,"โกดังเก็บพีวีซี",,
"product.product_part_612","MALE FRAME [42mm]","SP04011","PVC","pcs",,,"04-08",,"โกดังเก็บพีวีซี",,
"product.product_part_613","FEMALE FRAME [42mm]","SP04012","PVC","pcs",,,"04-19",,"โกดังเก็บพีวีซี",,
"product.product_part_614","CORNER FRAME R,L [42mm]","SP04013","PVC","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_615","MALE FRAME 100 mm","SP04014","PVC","pcs",,,"04-16",,"โกดังเก็บพีวีซี",,
"product.product_part_616","PVC SPACER 42 mm","SP04016","PVC","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_617","PVC SPACER 50 mm","SP04017","PVC","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_618","PVC SPACER 75 mm","SP04018","PVC","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_619","PVC SPACER 100 mm","SP04019","PVC","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_620","PVC SPACER 125 mm","SP04020","PVC","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_621","PVC SPACER 150 mm","SP04021","PVC","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_622","PVC ELBOW FOR DOOR SEAL","SP04022","PVC","pcs",,,"04-04",,"Store ชั้น 2",,
"product.product_part_623","FLOOR & CEILING FRAME 100 mm","SP04023","PVC","pcs",,,"04-14",,"โกดังเก็บพีวีซี",,
"product.product_part_624","FEMALE FRAME 100 mm","SP04024","PVC","pcs",,,"04-07",,"โกดังเก็บพีวีซี",,
"product.product_part_625","PVC PIPE 20 mm","SP04027","PVC","pcs",,,"04-03",,"โกดังเก็บพีวีซี",,
"product.product_part_626","PVC FRAME ANGLE 65 mm(OFF WHITE)","SP04028","PVC","pcs",,,"04-22",,"โกดังเก็บพีวีซี",,
"product.product_part_627","PVC FRAME ANGLE 65 mm(ALPINE WHITE)","SP04033","PVC","pcs",,,"04-05",,"โกดังเก็บพีวีซี",,
"product.product_part_628","MALE FRAME 75 mm","SP04034","PVC","pcs",,,"04-14",,"โกดังเก็บพีวีซี",,
"product.product_part_629","FEMALE FRAME 75 mm","SP04035","PVC","pcs",,,"04-07",,"โกดังเก็บพีวีซี",,
"product.product_part_630","FLOOR & CEILING 75 mm","SP04036","PVC","pcs",,,"04-14",,"โกดังเก็บพีวีซี",,
"product.product_part_631","PVC CORNER 75 mm","SP04037","PVC","pcs",,,"04-04",,"Store ชั้น 2",,
"product.product_part_632","PVC FRAME 25 X 50 (SINKO)","SP04038","PVC","pcs",,,"04-07",,"โกดังเก็บพีวีซี",,
"product.product_part_633","PVC DOOR FRAME 49 mm","SP04039","PVC","pcs",,,"04-07",,"โกดังเก็บพีวีซี",,
"product.product_part_634","PVC FRAME H9X17X32 FOR TAKAHASHI","SP04040","PVC","pcs",,,"04-02",,"โกดังเก็บพีวีซี",,
"product.product_part_635","PVC FRAME H9X16X53 FOR TAKAHASHI","SP04041","PVC","pcs",,,"04-06",,"โกดังเก็บพีวีซี",,
"product.product_part_636","PVC FEMALE FRAME 42mm SIZE : L 2400 mm (@ 14.25/m)","SP04042","PVC","pcs",,,,,"โกดังเก็บพีวีซี",,
"product.product_part_637","ฝาฉีดโฟมตัวเมีย 42 mm","SP04043","PVC","pcs",,,"04-01",,"Store ชั้น 2",,
"product.product_part_638","ฝาฉีดโฟมตัวเมีย 50 mm","SP04044","PVC","pcs",,,"04-01",,"Store ชั้น 2",,
"product.product_part_639","ฝาฉีดโฟมตัวเมีย 75 mm","SP04045","PVC","pcs",,,"04-01",,"Store ชั้น 2",,
"product.product_part_640","ฝาฉีดโฟมตัวเมีย 100 mm","SP04046","PVC","pcs",,,"04-07",,"Store ชั้น 2",,
"product.product_part_641","ฝาฉีดโฟมตัวผู้ 42 mm","SP04047","PVC","pcs",,,"04-02",,"Store ชั้น 2",,
"product.product_part_642","ฝาฉีดโฟมตัวผู้ 50 mm","SP04048","PVC","pcs",,,"04-02",,"Store ชั้น 2",,
"product.product_part_643","ฝาฉีดโฟมตัวผู้ 75 mm","SP04049","PVC","pcs",,,"04-02",,"Store ชั้น 2",,
"product.product_part_644","ฝาฉีดโฟมตัวผู้ 100 mm","SP04050","PVC","pcs",,,"04-08",,"Store ชั้น 2",,
"product.product_part_645","PVC GUIDE 26X29 mm (สีขาว) L:2200 mm","SP04051","PVC","pcs",,,,,"โกดังเก็บพีวีซี",,
"product.product_part_646","PVC GUIDE 26X86 mm (สีขาว) L:2200 mm","SP04052","PVC","pcs",,,"04-01",,"โกดังเก็บพีวีซี",,
"product.product_part_647","PVC GUIDE 29X27X26 mm (สีขาว) L:2200 mm","SP04053","PVC","pcs",,,"04-01",,"โกดังเก็บพีวีซี",,
"product.product_part_648","PVC FRAME FOR DAIKIN 25X25X49 mm (สีเทา) L:3000 mm","SP04054","PVC","pcs",,,"04-05",,"โกดังเก็บพีวีซี",,
"product.product_part_649","END CAP FOR DOORCLOSER (R)","SP04055","PVC","pcs",,,"04-04",,"Store ชั้น 2",,
"product.product_part_650","END CAP FOR DOORCLOSER (L)","SP04056","PVC","pcs",,,"04-04",,"Store ชั้น 2",,
"product.product_part_651","PVC FRAME 42 mm(OW)","SP04057","PVC","pcs",,,"หน้าห้องเคมี",,"โกดังเก็บพีวีซี",,
"product.product_part_652","PVC CURVE OUTSIDE(OFF WHITE)","SP04059","PVC","set",,,"04-04",,"Store ชั้น 2",,
"product.product_part_653","PVC CURVE OUTSIDE(ALPINE WHITE)","SP04060","PVC","set",,,,,"ไม่มีของ",,
"product.product_part_654","PVC CORNER 65mmTYPE""B""(OFF WHITE)","SP04061","PVC","set",,,"04-03",,"Store ชั้น 2",,
"product.product_part_655","PVC CORNER 65mmTYPE""B""(ALPINE WHITE)","SP04062","PVC","set",,,"04-03",,"Store ชั้น 2",,
"product.product_part_656","FLOOR & CEILING FRAME 50 mm","SP04070","PVC","pcs",,,"04-01",,"โกดังเก็บพีวีซี",,
"product.product_part_657","MALE FRAME 50 mm","SP04071","PVC","pcs",,,"04-06",,"โกดังเก็บพีวีซี",,
"product.product_part_658","LOCK PIPE ? 3/4""","SP04072","PVC","pcs",,,"04-07",,"Store ชั้น 2",,
"product.product_part_659","END CAP FOR FLOOR & CEILING FRAME 50 mm (R)","SP04076","PVC","pcs",,,"04-05",,"Store ชั้น 2",,
"product.product_part_660","END CAP FOR FLOOR & CEILING FRAME 50 mm (L)","SP04077","PVC","pcs",,,"04-05",,"Store ชั้น 2",,
"product.product_part_661","END CAP FOR DOOR CLOSER DOR MA (R)","SP04079","PVC","pcs",,,"04-05",,"Store ชั้น 2",,
"product.product_part_662","END CAP FOR DOOR CLOSER DORMA (L)","SP04080","PVC","pcs",,,"04-05",,"Store ชั้น 2",,
"product.product_part_663","PVC GUIDE FOR DOOR AND WINDOW 42 mm","SP04081","PVC","pcs",,,,,"โกดังเก็บพีวีซี",,
"product.product_part_664","PVC GUIDE FOR DOOR AND WINDOW 100 mm","SP04082","PVC","pcs",,,,,"โกดังเก็บพีวีซี",,
"product.product_part_665","PVC CONNECTOR 3/4""","SP04084","PVC","pcs",,,"04-05",,"Store ชั้น 2",,
"product.product_part_666","PP PIPE ? 3/4"" L : 2500 mm(สีดำ)","SP04086","PVC","pcs",,,"04-03",,"โกดังเก็บพีวีซี",,
"product.product_part_667","PVC ANGLE 65mmTYPE""C""(OFF WHITE)","SP04089","PVC","pcs",,,"04-08",,"Store ชั้น 2",,
"product.product_part_668","PVC ANGLE 65mmTYPE""C""(ALPINE WHITE)","SP04090","PVC","pcs",,,"04-08",,"Store ชั้น 2",,
"product.product_part_669","PVC DOOR FRAME 50 mm(AHU)","SP04093","PVC","pcs",,,"04-21",,"โกดังเก็บพีวีซี",,
"product.product_part_670","PVC PLUG (WHITE)","SP04094","PVC","pcs",,,"04-08",,"Store ชั้น 2",,
"product.product_part_671","PVC PLUG (GLEY)","SP04095","PVC","pcs",,,"04-06",,"Store ชั้น 2",,
"product.product_part_672","PVC GUIDE 25X36 mm (สีขาว) L:2200 mm","SP04096","PVC","pcs",,,"04-08",,"โกดังเก็บพีวีซี",,
"product.product_part_673","PVC GUIDE FOR DOOR AND WINDOW 50 mm","SP04097","PVC","pcs",,,"04-02",,"โกดังเก็บพีวีซี",,
"product.product_part_674","LAMP COVER ( PC ใส)","SP04098","PVC","pcs",,,"04-05",,"โกดังเก็บพีวีซี",,
"product.product_part_675","ฝาครอบสวิตช์ 1 ช่อง","SP04100","PVC","pcs",,,"04-06",,"Store ชั้น 2",,
"product.product_part_676","ฝาครอบสวิตช์ 2 ช่อง","SP04101","PVC","pcs",,,"04-06",,"Store ชั้น 2",,
"product.product_part_677","MOBILE DRIAN FOR BACK STOCK","SP04102","PVC","set",,,"04-06",,"Store ชั้น 2",,
"product.product_part_678","PVC DOOR FRAME 25 mm(AHU)","SP04103","PVC","pcs",,,"04-09",,"โกดังเก็บพีวีซี",,
"product.product_part_679","PVC DOOR PANEL 25 mm(AHU)","SP04104","PVC","pcs",,,"04-10",,"โกดังเก็บพีวีซี",,
"product.product_part_680","PVC CORNER COVER FOR BACK STOCK","SP04105","PVC","pcs",,,"04-06",,"Store ชั้น 2",,
"product.product_part_681","PP BOX 2"" X 4""","SP04106","PVC","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_682","GUID LIMIT SWITCH","SP04107","PVC","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_683","PLUG PVC FOR HINGE AHU","SP04108","PVC","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_684","PVC ENTRANCE FRAME 74 mm L:2500 mm(OW )","SP04109","PVC","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_685","PVC ENTRANCE FRAME 99 mm L:2500 mm(OW )","SP04110","PVC","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_686","POLYOL FOR WALL RETURN XUS.82790","SP05001","Materials","kg",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_687","POLYOL","SP05002","Materials","kg",,,"น้ำยาโฟม",,"ห้องเคมี",,
"product.product_part_688","ISOCYANATE","SP05003","Materials","kg",,,"น้ำยาโฟม",,"ตู้คอนเทรนเนอร์",,
"product.product_part_689","GI SHEET 0,4mm 914w","SP05004","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,"แก้ไข Loc_Rack / Loc Row"
"product.product_part_690","GI SHEET 0,4mm 995w","SP05005","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_691","PPGI 0,5 mm 914w (OFF WHITE)","SP05006","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_692","PPGI 0,5mm 1219w (OFF WHITE)","SP05007","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_693","PPGI 0,5mm 914w (ALPINE WHITE)","SP05008","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_694","PPGI 0.5 mm.1219w(ALPINE WHITE)","SP05009","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_695","PPGI 0.8mm.914w(ALPINE WHITE)","SP05010","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_696","PPGI 0,5 mm 914w ( IVORY)","SP05011","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_697","GI SHEET 0,4mm 1219w","SP05012","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_698","STANLESS SHEET 0,5mm 1219w","SP05013","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_699","Kemtex Polyurethane Releasing Wax No.123 (15 kg./Pail)","SP05014","Materials","tank",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_700","PPGI 0.45mm 1219w (Anti Off White)","SP05015","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_701","PPGI 0.4mm.914w(OFF WHITE)","SP05016","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_702","PPGI SHEET 0.27mm.914w(non clean room)","SP05017","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_703","GI SHEET 0.5mm. 1219W (Skin pass)","SP05018","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_704","Polyol BAYDUR 41 BD 001i","SP05019","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_705","PPGI 0.75 MM. 914 W (OFF WHITE)","SP05020","Materials","kg",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_706","ROCKWOOL L 1200 x W 1100 x 100 MM THK.","SP05021","Materials","pcs",,,"เหล็ก",,"โกดังเก็บคอยล์",,
"product.product_part_707","AL RAIL FOR CLEAN ROOM(NA.1)","SP01057","Materials","pcs",,,"01-08",,"โกดังอะลูมิเนียม",,
"product.product_part_708","AL RAIL FOR CLEAN ROOM(MF)","SP01058","Materials","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_710","AL RAIL FOR CLEAN ROOM(AP)","SP01060","Materials","pcs",,,"01-08",,"โกดังอะลูมิเนียม",,
"product.product_part_711","AL WINDOW FRAME 42 mm.(CUT AT SITE)(MF)","SP01126","Materials","pcs",,,"01-20",,"โกดังอะลูมิเนียม",,
"product.product_part_712","AL WINDOW FRAME 42 mm.(CUT AT SITE)(OW)","SP01127","Materials","pcs",,,"01-12",,"โกดังอะลูมิเนียม",,
"product.product_part_713","AL WINDOW FRAME 42 mm.(CUT AT SITE)(AP)","SP01128","Materials","pcs",,,"01-12",,"โกดังอะลูมิเนียม",,
"product.product_part_714","AL DOOR FRAME(FLUSH)(NA.1)","SP01137","Materials","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_715","AL DOOR FRAME(FLUSH)(MF)","SP01138","Materials","pcs",,,"01-08",,"โกดังอะลูมิเนียม",,
"product.product_part_716","AL DOOR FRAME(FLUSH)(OW)","SP01139","Materials","pcs",,,"01-21",,"โกดังอะลูมิเนียม",,
"product.product_part_717","AL DOOR FRAME(FLUSH)(AP)","SP01140","Materials","pcs",,,"01-13",,"โกดังอะลูมิเนียม",,
"product.product_part_718","AL PROFILE FOR LIGHTING 25 mm.(NA.1)","SP01169","Materials","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_719","AL PROFILE FOR LIGHTING 25 mm.(MF)","SP01170","Materials","pcs",,,"01-13",,"โกดังอะลูมิเนียม",,
"product.product_part_720","AL PROFILE FOR LIGHTING 25 mm.(OW)","SP01171","Materials","pcs",,,"01-16",,"โกดังอะลูมิเนียม",,
"product.product_part_721","AL PROFILE FOR LIGHTING 25 mm.(AP)","SP01172","Materials","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_722","AL WINDOW FRAME 42 mm.(MF)","SP01178","Materials","pcs",,,"01-02",,"โกดังอะลูมิเนียม",,
"product.product_part_723","AL WINDOW FRAME 42 mm.(OW)","SP01179","Materials","pcs",,,"01-11",,"โกดังอะลูมิเนียม",,
"product.product_part_724","AL WINDOW FRAME 42 mm.(AP)","SP01180","Materials","pcs",,,"01-02",,"โกดังอะลูมิเนียม",,
"product.product_part_725","AL WINDOW FRAME100 mm.(NA.1)","SP01185","Materials","pcs",,,"01-10",,"โกดังอะลูมิเนียม",,
"product.product_part_726","AL WINDOW FRAME100 mm.(MF)","SP01186","Materials","pcs",,,"01-07",,"โกดังอะลูมิเนียม",,
"product.product_part_727","AL WINDOW FRAME100 mm.(OW)","SP01187","Materials","pcs",,,"01-14",,"โกดังอะลูมิเนียม",,
"product.product_part_728","AL WINDOW FRAME100 mm.(AP)","SP01188","Materials","pcs",,,"01-19",,"โกดังอะลูมิเนียม",,
"product.product_part_729","AL DOOR FRAME 100 mm.(FLUSH) (NA.1)","SP01189","Materials","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_730","AL DOOR FRAME 100 mm.(FLUSH) (MF)","SP01190","Materials","pcs",,,"01-02",,"โกดังอะลูมิเนียม",,
"product.product_part_731","AL DOOR FRAME 100 mm.(FLUSH) (OW)","SP01191","Materials","pcs",,,"01-22",,"โกดังอะลูมิเนียม",,
"product.product_part_732","AL DOOR FRAME 100 mm.(FLUSH) (AP)","SP01192","Materials","pcs",,,"01-03",,"โกดังอะลูมิเนียม",,
"product.product_part_733","AL DOOR FRAME 50 mm. (NA.1)","SP01229","Materials","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_734","AL DOOR FRAME 50 mm. (MF)","SP01230","Materials","pcs",,,"01-06",,"โกดังอะลูมิเนียม",,
"product.product_part_735","AL DOOR FRAME 50 mm. (OW)","SP01231","Materials","pcs",,,"01-03",,"โกดังอะลูมิเนียม",,
"product.product_part_736","AL DOOR FRAME 50 mm. (AP)","SP01232","Materials","pcs",,,"01-13",,"โกดังอะลูมิเนียม",,
"product.product_part_737","AL JOINT FOR  AL T-BAR (NA.1)","SP01315","Materials","pcs",,,"01-14",,"โกดังอะลูมิเนียม",,
"product.product_part_738","AL JOINT FOR  AL T-BAR (MF)","SP01316","Materials","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_739","AL JOINT FOR  AL T-BAR (OW)","SP01317","Materials","pcs",,,"01-13",,"โกดังอะลูมิเนียม",,
"product.product_part_740","AL JOINT FOR  AL T-BAR (AP)","SP01318","Materials","pcs",,,"01-13",,"โกดังอะลูมิเนียม",,
"product.product_part_742","AL COVER FOR  AL JOINT T-BAR (NA.1)","SP01331","Materials","pcs",,,"01-05",,"โกดังอะลูมิเนียม",,
"product.product_part_743","AL COVER FOR  AL JOINT  T-BAR (MF)","SP01332","Materials","pcs",,,"01-05",,"โกดังอะลูมิเนียม",,
"product.product_part_744","AL COVER FOR  AL JOINT  T-BAR (OW)","SP01333","Materials","pcs",,,"01-12",,"โกดังอะลูมิเนียม",,
"product.product_part_745","AL COVER FOR  AL JOINT  T-BAR (AP)","SP01334","Materials","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_746","AL WINDOW FRAME 50 MM.(MF)","SP01336","Materials","pcs",,,"01-04",,"โกดังอะลูมิเนียม",,
"product.product_part_747","AL WINDOW FRAME 50 MM.(OW)","SP01337","Materials","pcs",,,"01-22",,"โกดังอะลูมิเนียม",,
"product.product_part_748","AL WINDOW FRAME 50 MM.(AP)","SP01338","Materials","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_749","AL NON PROGRESSIVE WINDOW FRAME ""B"" 50 MM.(MF)","SP01384","Materials","pcs",,,"01-13",,"โกดังอะลูมิเนียม",,
"product.product_part_750","AL NON PROGRESSIVE WINDOW FRAME ""B"" 50 MM.(NA.1)","SP01385","Materials","pcs",,,"01-18",,"โกดังอะลูมิเนียม",,
"product.product_part_751","AL NON PROGRESSIVE WINDOW FRAME ""B"" 50 MM.(AP)","SP01386","Materials","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_752","DROP SEAL 834","SP02113","Materials","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_753","PLATE ยึดบานพับประตูสวิงห้องเย็น","SP03097","Materials","pcs",,,,,,,
"product.product_part_754","PLATE ยึดกลอนประตูสวิงห้องเย็น","SP03098","Materials","pcs",,,,,,,
"product.product_part_755","PLATE ยึดมือจับประตูบานเลื่อนห้องเย็น","SP03099","Materials","pcs",,,,,,,
"product.product_part_756","ยึดมุมหิ้วล้อประตูบานเลื่อนห้องเย็น  100 มม.","SP03100","Materials","pcs",,,,,,,
"product.product_part_757","ยึดมุมหิ้วล้อประตูบานเลื่อนห้องเย็น  75 มม.","SP03101","Materials","pcs",,,,,,,
"product.product_part_758","PLATE ยึดไกด์ประตูบานเลื่อนห้องเย็น ซ้าย-ขวา 75 มม.","SP03102","Materials","pcs",,,,,,,
"product.product_part_759","PLATE ยึดมือจับนอกประตูบานเลื่อนห้องเย็น 75 มม.","SP03103","Materials","pcs",,,,,,,
"product.product_part_760","PLATE ยึดไกด์ประตูบานเลื่อนห้องเย็น ซ้าย-ขวา 100 มม.","SP03104","Materials","pcs",,,,,,,
"product.product_part_761","PLATE ยึดมือจับนอกประตูบานเลื่อนห้องเย็น 100 มม.","SP03105","Materials","pcs",,,,,,,
